algorithm,constructionTime,executionTime,weightMST
Prim Nomal,0.095000,0.013500,13361
Kruskal Normal,0.118600,0.005400,13361
Prim Geometric,0.074100,0.013200,9362
Kruskal Geometric,0.081500,0.005600,9362
Prim Nomal,0.090800,0.013100,14028
Kruskal Normal,0.098100,0.005300,14028
Prim Geometric,0.079600,0.013400,9393
Kruskal Geometric,0.087300,0.005100,9393
Prim Nomal,0.067700,0.013100,12675
Kruskal Normal,0.075500,0.005200,12675
Prim Geometric,0.067900,0.013100,8451
Kruskal Geometric,0.075400,0.005400,8451
Prim Nomal,0.066300,0.012900,12546
Kruskal Normal,0.073600,0.005400,12546
Prim Geometric,0.067300,0.012500,9607
Kruskal Geometric,0.074500,0.005500,9607
Prim Nomal,0.066000,0.012500,13817
Kruskal Normal,0.073400,0.005400,13817
Prim Geometric,0.067900,0.012800,9137
Kruskal Geometric,0.074600,0.005400,9137
Prim Nomal,0.080700,0.013600,11771
Kruskal Normal,0.090100,0.005600,11771
Prim Geometric,0.074200,0.012900,9180
Kruskal Geometric,0.081200,0.005500,9180
Prim Nomal,0.066600,0.013200,12402
Kruskal Normal,0.074000,0.005600,12402
Prim Geometric,0.072000,0.014300,9594
Kruskal Geometric,0.079600,0.005500,9594
Prim Nomal,0.089200,0.013100,12123
Kruskal Normal,0.098800,0.005200,12123
Prim Geometric,0.079700,0.013000,9035
Kruskal Geometric,0.087700,0.005300,9035
Prim Nomal,0.079700,0.013400,13041
Kruskal Normal,0.089600,0.005600,13041
Prim Geometric,0.067100,0.012500,9081
Kruskal Geometric,0.073800,0.005300,9081
Prim Nomal,0.067500,0.013000,13172
Kruskal Normal,0.075000,0.019200,13172
Prim Geometric,0.085400,0.014100,9315
Kruskal Geometric,0.093700,0.005700,9315
Prim Nomal,0.096300,0.068000,1598
Kruskal Normal,0.158000,0.048900,1598
Prim Geometric,0.094200,0.087300,2398
Kruskal Geometric,0.123500,0.050100,2398
Prim Nomal,0.107700,0.070300,1501
Kruskal Normal,0.133300,0.050900,1501
Prim Geometric,0.094000,0.074200,2617
Kruskal Geometric,0.117400,0.049400,2617
Prim Nomal,0.102200,0.068700,1353
Kruskal Normal,0.128500,0.052100,1353
Prim Geometric,0.097700,0.073800,2463
Kruskal Geometric,0.122000,0.053200,2463
Prim Nomal,0.099300,0.066000,1392
Kruskal Normal,0.125300,0.052000,1392
Prim Geometric,0.096700,0.073000,2408
Kruskal Geometric,0.120300,0.063300,2408
Prim Nomal,0.098900,0.067300,1142
Kruskal Normal,0.123700,0.051500,1142
Prim Geometric,0.093300,0.067300,2540
Kruskal Geometric,0.116300,0.048700,2540
Prim Nomal,0.097100,0.066500,1509
Kruskal Normal,0.121800,0.051700,1509
Prim Geometric,0.093200,0.074600,2398
Kruskal Geometric,0.116200,0.049000,2398
Prim Nomal,0.225800,1.547000,1385
Kruskal Normal,0.254900,0.051900,1385
Prim Geometric,0.114400,0.124700,2556
Kruskal Geometric,0.138400,0.050800,2556
Prim Nomal,0.122500,0.066600,1438
Kruskal Normal,0.148500,0.052000,1438
Prim Geometric,0.112600,0.074300,2462
Kruskal Geometric,0.135500,0.058300,2462
Prim Nomal,0.121000,0.065600,1391
Kruskal Normal,0.146800,1.912100,1391
Prim Geometric,0.214700,0.073000,2485
Kruskal Geometric,0.240500,0.064200,2485
Prim Nomal,0.103100,0.068200,1269
Kruskal Normal,0.128900,0.053500,1269
Prim Geometric,0.115700,0.074300,2499
Kruskal Geometric,0.140400,0.049200,2499
Prim Nomal,0.140900,0.098700,851
Kruskal Normal,0.175900,0.094800,851
Prim Geometric,0.134500,0.113500,1883
Kruskal Geometric,0.197600,0.093000,1883
Prim Nomal,0.132100,0.099900,752
Kruskal Normal,0.168900,0.095700,752
Prim Geometric,0.123200,0.112300,1816
Kruskal Geometric,0.159000,0.093800,1816
Prim Nomal,0.129300,0.099700,820
Kruskal Normal,0.164500,0.207200,820
Prim Geometric,0.138600,0.119800,1662
Kruskal Geometric,0.173200,0.092800,1662
Prim Nomal,0.144000,0.098700,660
Kruskal Normal,0.183300,0.096200,660
Prim Geometric,0.120200,0.116600,1785
Kruskal Geometric,0.154100,0.090400,1785
Prim Nomal,0.128000,0.115400,1019
Kruskal Normal,0.163800,0.108200,1019
Prim Geometric,0.121600,0.102900,1977
Kruskal Geometric,0.155100,0.090300,1977
Prim Nomal,0.140700,0.098900,699
Kruskal Normal,0.177700,0.096200,699
Prim Geometric,0.117300,0.112300,1959
Kruskal Geometric,0.150900,0.135300,1959
Prim Nomal,0.183400,0.103600,697
Kruskal Normal,0.220700,0.093100,697
Prim Geometric,0.154400,0.615000,1531
Kruskal Geometric,0.191600,0.090800,1531
Prim Nomal,0.157000,0.203300,823
Kruskal Normal,0.194900,0.093900,823
Prim Geometric,0.343600,0.114900,1787
Kruskal Geometric,0.490800,0.091900,1787
Prim Nomal,0.181000,0.100300,737
Kruskal Normal,0.218800,0.096500,737
Prim Geometric,0.134700,0.159100,1674
Kruskal Geometric,0.171100,1.618500,1674
Prim Nomal,0.194900,0.103000,769
Kruskal Normal,0.233700,0.095600,769
Prim Geometric,0.179700,0.113600,2009
Kruskal Geometric,0.216400,0.092800,2009
Prim Nomal,0.140100,0.108300,599
Kruskal Normal,0.184200,0.136600,599
Prim Geometric,0.124800,0.156000,1424
Kruskal Geometric,0.160100,0.129800,1424
Prim Nomal,0.305100,0.109900,571
Kruskal Normal,0.342600,0.216900,571
Prim Geometric,0.209000,0.131900,1368
Kruskal Geometric,0.243900,0.138100,1368
Prim Nomal,0.209100,1.593300,584
Kruskal Normal,0.364900,0.141500,584
Prim Geometric,0.129500,0.152900,1500
Kruskal Geometric,0.165200,0.133000,1500
Prim Nomal,0.143900,0.107500,560
Kruskal Normal,0.179800,0.137300,560
Prim Geometric,0.125300,0.126800,1571
Kruskal Geometric,0.159900,0.134100,1571
Prim Nomal,0.145000,0.106300,513
Kruskal Normal,0.186000,0.135400,513
Prim Geometric,0.130200,0.124500,1450
Kruskal Geometric,0.165300,0.282900,1450
Prim Nomal,0.144900,0.109900,540
Kruskal Normal,0.181100,0.130900,540
Prim Geometric,0.128300,0.124400,1545
Kruskal Geometric,0.163800,0.133100,1545
Prim Nomal,0.166100,0.107000,569
Kruskal Normal,0.202600,0.165100,569
Prim Geometric,1.792600,0.144000,1506
Kruskal Geometric,1.829900,0.127400,1506
Prim Nomal,0.252800,0.109200,537
Kruskal Normal,0.291200,0.139000,537
Prim Geometric,0.920000,0.128200,1393
Kruskal Geometric,0.956900,0.151500,1393
Prim Nomal,0.157000,0.153100,590
Kruskal Normal,16.249100,0.141100,590
Prim Geometric,0.169700,0.142700,1447
Kruskal Geometric,0.205300,0.129200,1447
Prim Nomal,0.186200,0.107400,589
Kruskal Normal,0.223400,0.277400,589
Prim Geometric,0.160300,0.947400,1560
Kruskal Geometric,0.196000,0.578200,1560
Prim Nomal,0.173500,0.096400,333
Kruskal Normal,0.201500,0.230600,333
Prim Geometric,0.105800,0.146200,1318
Kruskal Geometric,0.131100,0.171000,1318
Prim Nomal,0.138200,0.094100,453
Kruskal Normal,0.165800,0.178200,453
Prim Geometric,0.106000,0.128200,1381
Kruskal Geometric,0.130000,0.184100,1381
Prim Nomal,0.138800,0.096400,386
Kruskal Normal,0.167000,0.180400,386
Prim Geometric,0.128800,0.180500,1357
Kruskal Geometric,0.154500,0.170200,1357
Prim Nomal,0.161100,0.098700,417
Kruskal Normal,0.188500,0.222100,417
Prim Geometric,0.108400,0.129700,1327
Kruskal Geometric,0.133900,0.170800,1327
Prim Nomal,0.435200,0.090900,380
Kruskal Normal,0.462600,0.183200,380
Prim Geometric,0.308100,0.148100,1342
Kruskal Geometric,0.352600,0.171400,1342
Prim Nomal,0.369200,0.093100,446
Kruskal Normal,0.398300,0.177600,446
Prim Geometric,0.130700,0.474300,1380
Kruskal Geometric,0.157100,0.175300,1380
Prim Nomal,0.131400,0.096400,436
Kruskal Normal,0.157900,0.186000,436
Prim Geometric,0.125700,0.142000,1246
Kruskal Geometric,0.153200,0.507400,1246
Prim Nomal,1.462100,0.169500,455
Kruskal Normal,1.491700,0.419700,455
Prim Geometric,0.111000,0.321600,1320
Kruskal Geometric,0.135900,0.168600,1320
Prim Nomal,0.174500,0.094300,447
Kruskal Normal,0.201400,0.178500,447
Prim Geometric,0.241700,0.155300,1244
Kruskal Geometric,0.268700,0.171000,1244
Prim Nomal,0.181400,0.097500,482
Kruskal Normal,0.208100,0.179200,482
Prim Geometric,0.113600,0.140400,1388
Kruskal Geometric,0.162100,0.172100,1388
Prim Nomal,0.654200,0.077100,337
Kruskal Normal,0.713200,0.248400,337
Prim Geometric,0.280000,0.140500,1199
Kruskal Geometric,0.459200,0.237300,1199
Prim Nomal,0.353900,0.075700,351
Kruskal Normal,0.430900,0.226500,351
Prim Geometric,0.089400,0.324600,1241
Kruskal Geometric,0.164800,0.231700,1241
Prim Nomal,0.157900,0.075200,332
Kruskal Normal,0.233900,0.220000,332
Prim Geometric,0.095600,0.170200,1190
Kruskal Geometric,0.184600,0.206700,1190
Prim Nomal,0.203200,0.106100,327
Kruskal Normal,0.281300,0.249600,327
Prim Geometric,0.087000,0.133100,1207
Kruskal Geometric,0.158700,0.220700,1207
Prim Nomal,0.118100,0.073700,332
Kruskal Normal,0.604000,0.223000,332
Prim Geometric,0.106500,0.149700,1186
Kruskal Geometric,0.203900,0.213300,1186
Prim Nomal,0.156100,2.581600,375
Kruskal Normal,0.234600,0.224200,375
Prim Geometric,0.222200,0.126700,1271
Kruskal Geometric,0.295900,0.209100,1271
Prim Nomal,0.139900,0.076200,355
Kruskal Normal,0.225800,0.237500,355
Prim Geometric,0.118800,0.387300,1191
Kruskal Geometric,0.257900,0.211000,1191
Prim Nomal,0.228800,0.075000,332
Kruskal Normal,0.304600,0.215400,332
Prim Geometric,0.208700,0.180600,1227
Kruskal Geometric,0.280900,0.212100,1227
Prim Nomal,0.151400,0.076100,350
Kruskal Normal,0.229700,2.475600,350
Prim Geometric,0.174300,0.176100,1260
Kruskal Geometric,0.248700,0.303900,1260
Prim Nomal,0.130100,0.078500,310
Kruskal Normal,0.206200,0.227100,310
Prim Geometric,0.089200,0.171500,1169
Kruskal Geometric,0.269400,0.216700,1169
Prim Nomal,1.741900,0.194200,64662
Kruskal Normal,1.838200,0.027600,64662
Prim Geometric,3.231200,0.192700,47903
Kruskal Geometric,3.321200,0.028600,47903
Prim Nomal,3.807500,0.193300,63540
Kruskal Normal,3.899800,0.028300,63540
Prim Geometric,1.560300,0.203100,46525
Kruskal Geometric,1.659200,0.028500,46525
Prim Nomal,1.750600,0.207100,65548
Kruskal Normal,1.844100,0.027900,65548
Prim Geometric,1.911600,0.213700,46426
Kruskal Geometric,2.008800,0.051200,46426
Prim Nomal,1.873800,0.196800,65118
Kruskal Normal,1.966700,0.027800,65118
Prim Geometric,3.783700,0.205400,46830
Kruskal Geometric,3.882200,0.028100,46830
Prim Nomal,2.000600,0.203400,63871
Kruskal Normal,2.090700,0.027500,63871
Prim Geometric,1.704500,0.200700,46137
Kruskal Geometric,1.795200,0.027800,46137
Prim Nomal,1.783600,0.194000,65757
Kruskal Normal,1.870000,0.028000,65757
Prim Geometric,4.103000,0.200500,46099
Kruskal Geometric,4.199200,0.028300,46099
Prim Nomal,1.585000,0.201800,65208
Kruskal Normal,1.677200,0.027700,65208
Prim Geometric,1.891600,0.198400,47183
Kruskal Geometric,1.983500,0.027600,47183
Prim Nomal,1.660600,0.529700,65900
Kruskal Normal,1.756400,0.028600,65900
Prim Geometric,3.173100,0.198500,47934
Kruskal Geometric,3.274900,0.028100,47934
Prim Nomal,1.559900,0.202400,63228
Kruskal Normal,1.734000,0.027700,63228
Prim Geometric,2.429100,0.314800,46345
Kruskal Geometric,2.540000,0.029000,46345
Prim Nomal,1.580300,0.193400,63725
Kruskal Normal,1.666000,0.028200,63725
Prim Geometric,1.559700,0.194700,47333
Kruskal Geometric,1.649800,0.028800,47333
Prim Nomal,2.272200,1.147200,1784
Kruskal Normal,2.980600,1.324600,1784
Prim Geometric,2.869100,1.675300,5230
Kruskal Geometric,3.557600,1.294900,5230
Prim Nomal,2.767300,1.145200,1742
Kruskal Normal,3.518400,1.172200,1742
Prim Geometric,2.407100,1.374400,5201
Kruskal Geometric,3.104800,1.061400,5201
Prim Nomal,5.844500,1.198600,1683
Kruskal Normal,6.570200,1.124800,1683
Prim Geometric,2.117600,1.426400,5303
Kruskal Geometric,2.868700,1.326000,5303
Prim Nomal,2.501200,1.186200,1803
Kruskal Normal,3.196500,1.141200,1803
Prim Geometric,2.164600,1.292100,5472
Kruskal Geometric,2.866800,1.067400,5472
Prim Nomal,5.450900,1.161300,1881
Kruskal Normal,6.131100,1.160600,1881
Prim Geometric,2.170900,1.442400,5614
Kruskal Geometric,2.824100,2.745300,5614
Prim Nomal,4.362800,1.164000,1779
Kruskal Normal,5.135600,1.155100,1779
Prim Geometric,2.557300,2.089900,5546
Kruskal Geometric,3.194700,2.174800,5546
Prim Nomal,2.355100,1.122500,1807
Kruskal Normal,3.026500,1.159000,1807
Prim Geometric,2.478800,2.357000,5094
Kruskal Geometric,3.364900,1.155400,5094
Prim Nomal,2.343000,1.154300,1740
Kruskal Normal,2.978800,1.146700,1740
Prim Geometric,2.412800,1.532600,5426
Kruskal Geometric,3.108700,1.547900,5426
Prim Nomal,2.343400,2.028500,1727
Kruskal Normal,2.997300,1.258300,1727
Prim Geometric,2.460800,1.311500,5307
Kruskal Geometric,3.108200,1.051400,5307
Prim Nomal,3.455500,1.169400,1743
Kruskal Normal,4.169900,1.144700,1743
Prim Geometric,2.525900,1.249800,5299
Kruskal Geometric,3.195900,1.079700,5299
Prim Nomal,3.174300,1.881700,969
Kruskal Normal,5.333000,5.018200,969
Prim Geometric,2.888200,2.476700,3993
Kruskal Geometric,3.970900,3.156000,3993
Prim Nomal,4.756700,1.917100,1056
Kruskal Normal,5.872200,2.266900,1056
Prim Geometric,4.255100,4.949500,3931
Kruskal Geometric,5.332200,2.234100,3931
Prim Nomal,3.296600,2.902900,993
Kruskal Normal,4.750600,2.273200,993
Prim Geometric,2.997600,2.945800,3995
Kruskal Geometric,4.089400,3.567200,3995
Prim Nomal,3.213900,1.900400,1015
Kruskal Normal,4.298500,3.128800,1015
Prim Geometric,3.310400,2.373100,3921
Kruskal Geometric,6.759300,2.144600,3921
Prim Nomal,4.001500,2.076600,1031
Kruskal Normal,5.114900,2.311800,1031
Prim Geometric,2.957800,2.604100,3876
Kruskal Geometric,4.040100,3.679100,3876
Prim Nomal,4.912800,1.828800,1081
Kruskal Normal,6.049200,2.267800,1081
Prim Geometric,3.531800,3.396200,3883
Kruskal Geometric,4.632100,2.357100,3883
Prim Nomal,3.275600,3.989100,1060
Kruskal Normal,4.363500,2.461300,1060
Prim Geometric,4.824000,2.623000,3931
Kruskal Geometric,5.903500,2.266400,3931
Prim Nomal,3.515800,1.822600,1022
Kruskal Normal,4.775000,2.244700,1022
Prim Geometric,3.091600,4.342400,3894
Kruskal Geometric,4.320400,4.603500,3894
Prim Nomal,3.249500,4.337900,1049
Kruskal Normal,4.598500,2.432100,1049
Prim Geometric,2.996300,2.416500,3959
Kruskal Geometric,4.095600,2.527500,3959
Prim Nomal,3.350300,1.836100,1091
Kruskal Normal,4.533600,2.303700,1091
Prim Geometric,3.221500,2.506100,3918
Kruskal Geometric,4.404500,2.164600,3918
Prim Nomal,6.251900,4.563700,733
Kruskal Normal,7.549200,3.779800,733
Prim Geometric,7.234400,4.187800,3257
Kruskal Geometric,10.698900,6.463500,3257
Prim Nomal,3.840000,2.031100,758
Kruskal Normal,5.224500,4.699900,758
Prim Geometric,3.146000,2.494100,3238
Kruskal Geometric,4.443700,3.239900,3238
Prim Nomal,4.700300,5.278500,732
Kruskal Normal,6.916000,4.845000,732
Prim Geometric,4.586400,5.586800,3298
Kruskal Geometric,6.075400,3.341700,3298
Prim Nomal,4.095200,2.037800,797
Kruskal Normal,5.719500,3.291200,797
Prim Geometric,6.616100,5.791900,3221
Kruskal Geometric,7.973600,3.200000,3221
Prim Nomal,6.047200,1.991100,754
Kruskal Normal,7.485400,3.545200,754
Prim Geometric,4.199500,2.715200,3159
Kruskal Geometric,9.546300,4.639200,3159
Prim Nomal,3.491700,2.065600,822
Kruskal Normal,4.896300,3.394600,822
Prim Geometric,6.015000,6.087100,3082
Kruskal Geometric,7.556900,3.275000,3082
Prim Nomal,5.174600,2.142700,787
Kruskal Normal,8.765900,3.531600,787
Prim Geometric,4.526300,2.695100,3384
Kruskal Geometric,6.924000,3.360000,3384
Prim Nomal,3.761800,2.012000,849
Kruskal Normal,7.455000,6.860200,849
Prim Geometric,4.165400,5.621900,3162
Kruskal Geometric,7.736700,3.303800,3162
Prim Nomal,5.656600,2.142900,792
Kruskal Normal,7.030800,3.451800,792
Prim Geometric,2.969500,4.213900,3236
Kruskal Geometric,4.439600,3.306700,3236
Prim Nomal,3.634900,2.091000,774
Kruskal Normal,5.006900,5.171700,774
Prim Geometric,3.057200,2.989000,3195
Kruskal Geometric,4.492200,3.274300,3195
Prim Nomal,4.048700,1.816700,645
Kruskal Normal,5.946700,4.621300,645
Prim Geometric,2.562400,3.411900,2891
Kruskal Geometric,3.829300,4.858500,2891
Prim Nomal,3.605800,2.631100,657
Kruskal Normal,4.744500,6.686400,657
Prim Geometric,2.623700,2.321200,2837
Kruskal Geometric,4.038000,5.500100,2837
Prim Nomal,3.236300,3.210900,636
Kruskal Normal,4.459800,4.746900,636
Prim Geometric,2.768100,3.756000,2867
Kruskal Geometric,3.927900,4.512200,2867
Prim Nomal,4.899800,2.036800,642
Kruskal Normal,6.037700,5.045300,642
Prim Geometric,2.586300,4.137300,2842
Kruskal Geometric,3.778500,4.493000,2842
Prim Nomal,3.236700,1.625900,649
Kruskal Normal,4.401100,6.635800,649
Prim Geometric,2.715600,2.569200,2875
Kruskal Geometric,3.928300,4.769100,2875
Prim Nomal,3.166600,1.634900,666
Kruskal Normal,4.410600,4.469500,666
Prim Geometric,2.828800,2.877600,2903
Kruskal Geometric,6.133200,7.270600,2903
Prim Nomal,5.129100,5.412800,683
Kruskal Normal,6.263800,6.118800,683
Prim Geometric,4.020900,2.648400,2866
Kruskal Geometric,5.414100,4.279000,2866
Prim Nomal,4.619600,3.909700,656
Kruskal Normal,6.024900,4.663200,656
Prim Geometric,2.537600,3.849700,2991
Kruskal Geometric,3.918800,7.172800,2991
Prim Nomal,3.251600,2.180500,665
Kruskal Normal,6.017200,4.563100,665
Prim Geometric,2.470300,3.578700,2818
Kruskal Geometric,3.601200,5.029800,2818
Prim Nomal,3.283000,1.619000,658
Kruskal Normal,4.410200,4.662100,658
Prim Geometric,2.923700,2.546200,2976
Kruskal Geometric,4.140400,4.300800,2976
Prim Nomal,2.989900,0.900800,586
Kruskal Normal,4.881800,8.074900,586
Prim Geometric,2.131500,4.127600,2634
Kruskal Geometric,3.121100,7.351300,2634
Prim Nomal,2.886800,1.076300,597
Kruskal Normal,3.933600,7.586700,597
Prim Geometric,2.114300,2.653200,2680
Kruskal Geometric,3.074900,6.246200,2680
Prim Nomal,2.874700,0.885800,587
Kruskal Normal,3.831400,5.671500,587
Prim Geometric,2.577900,2.317600,2727
Kruskal Geometric,3.642700,5.537400,2727
Prim Nomal,3.193700,1.067800,600
Kruskal Normal,4.884200,7.952400,600
Prim Geometric,2.096500,2.971900,2666
Kruskal Geometric,3.025400,8.012700,2666
Prim Nomal,2.895300,0.901900,595
Kruskal Normal,3.945700,6.895500,595
Prim Geometric,2.087800,2.280300,2640
Kruskal Geometric,3.067800,5.594700,2640
Prim Nomal,2.898800,0.917200,636
Kruskal Normal,3.915400,5.461800,636
Prim Geometric,2.104000,4.263800,2631
Kruskal Geometric,3.309500,8.050800,2631
Prim Nomal,2.931100,1.035400,601
Kruskal Normal,4.969600,7.937200,601
Prim Geometric,2.222200,2.268600,2654
Kruskal Geometric,3.172300,6.158800,2654
Prim Nomal,2.822700,0.904800,614
Kruskal Normal,3.858700,6.902900,614
Prim Geometric,2.063800,2.419800,2614
Kruskal Geometric,3.079300,5.306800,2614
Prim Nomal,7.313600,4.048200,584
Kruskal Normal,8.278400,6.055100,584
Prim Geometric,4.331100,4.303200,2581
Kruskal Geometric,5.436400,5.404300,2581
Prim Nomal,4.921900,0.908900,604
Kruskal Normal,5.966000,5.544300,604
Prim Geometric,2.374000,5.206800,2683
Kruskal Geometric,3.338600,7.990800,2683
Prim Nomal,9.506200,2.919700,127299
Kruskal Normal,9.844400,0.073100,127299
Prim Geometric,5.914200,0.748800,91416
Kruskal Geometric,6.265500,0.057900,91416
Prim Nomal,6.275100,0.763800,130416
Kruskal Normal,6.606800,0.058700,130416
Prim Geometric,9.267900,0.769300,93344
Kruskal Geometric,9.785300,0.057500,93344
Prim Nomal,9.350300,1.252200,128221
Kruskal Normal,9.683100,0.122600,128221
Prim Geometric,9.087800,0.745400,94798
Kruskal Geometric,9.423600,0.057500,94798
Prim Nomal,6.015400,0.760400,129414
Kruskal Normal,6.376200,0.057900,129414
Prim Geometric,6.257300,1.101100,92737
Kruskal Geometric,8.581300,0.060200,92737
Prim Nomal,8.491800,0.790000,123223
Kruskal Normal,8.961800,0.060200,123223
Prim Geometric,12.545500,0.743700,94277
Kruskal Geometric,12.871800,0.055600,94277
Prim Nomal,8.654000,0.773800,129509
Kruskal Normal,9.021300,0.058200,129509
Prim Geometric,6.329400,0.731600,91524
Kruskal Geometric,6.646500,0.056600,91524
Prim Nomal,6.098400,0.735700,127295
Kruskal Normal,6.419300,0.057200,127295
Prim Geometric,9.064400,0.798400,96576
Kruskal Geometric,9.394700,0.056300,96576
Prim Nomal,8.580100,0.941800,123645
Kruskal Normal,8.919200,0.059400,123645
Prim Geometric,8.168400,0.817900,96434
Kruskal Geometric,8.487800,0.057500,96434
Prim Nomal,11.141500,0.824800,126371
Kruskal Normal,11.474300,0.057900,126371
Prim Geometric,8.047800,0.771000,93413
Kruskal Geometric,8.662500,0.056800,93413
Prim Nomal,8.234700,0.968900,125276
Kruskal Normal,8.572700,0.060700,125276
Prim Geometric,33.481600,1.270200,92623
Kruskal Geometric,33.809500,0.059400,92623
Prim Nomal,22.798700,4.906700,2016
Kruskal Normal,34.208300,7.259600,2016
Prim Geometric,11.744000,6.026900,7495
Kruskal Geometric,14.833900,5.026600,7495
Prim Nomal,9.613500,4.769100,1971
Kruskal Normal,12.361800,5.631900,1971
Prim Geometric,9.529700,5.872100,7562
Kruskal Geometric,11.872600,5.455600,7562
Prim Nomal,9.212500,5.849800,1995
Kruskal Normal,11.629200,5.004700,1995
Prim Geometric,8.774600,5.215100,7529
Kruskal Geometric,11.681400,4.407600,7529
Prim Nomal,9.408800,4.662600,2047
Kruskal Normal,11.777400,4.714700,2047
Prim Geometric,8.564100,4.991600,7410
Kruskal Geometric,10.996400,4.346200,7410
Prim Nomal,9.804800,4.260100,2112
Kruskal Normal,12.242000,4.547500,2112
Prim Geometric,9.523200,5.596100,7516
Kruskal Geometric,11.910600,4.497300,7516
Prim Nomal,8.836800,4.504500,1988
Kruskal Normal,11.322100,4.463100,1988
Prim Geometric,9.186900,5.489800,7726
Kruskal Geometric,11.516100,4.556400,7726
Prim Nomal,9.008600,4.912900,2041
Kruskal Normal,11.418800,4.631300,2041
Prim Geometric,9.246600,5.151400,7656
Kruskal Geometric,14.465800,5.018000,7656
Prim Nomal,9.711800,5.832900,2013
Kruskal Normal,13.167900,4.679900,2013
Prim Geometric,8.695500,5.445400,7751
Kruskal Geometric,11.337500,4.503000,7751
Prim Nomal,9.307400,4.448400,2020
Kruskal Normal,11.613200,4.698500,2020
Prim Geometric,8.685300,5.022500,7649
Kruskal Geometric,10.972700,4.596700,7649
Prim Nomal,9.131300,4.192700,2079
Kruskal Normal,12.017400,4.815100,2079
Prim Geometric,8.645900,4.898900,7429
Kruskal Geometric,11.177600,4.261600,7429
Prim Nomal,11.886800,6.871100,1293
Kruskal Normal,16.165300,9.176800,1293
Prim Geometric,11.194100,8.650100,5434
Kruskal Geometric,15.246500,9.538400,5434
Prim Nomal,12.029000,6.791300,1284
Kruskal Normal,18.032200,9.441100,1284
Prim Geometric,11.241200,7.975700,5387
Kruskal Geometric,15.652200,9.131600,5387
Prim Nomal,15.037400,6.953100,1288
Kruskal Normal,19.150000,9.243000,1288
Prim Geometric,11.626700,10.313300,5506
Kruskal Geometric,15.968200,8.756200,5506
Prim Nomal,12.501500,7.001300,1297
Kruskal Normal,16.619000,9.445600,1297
Prim Geometric,11.232100,8.907600,5553
Kruskal Geometric,15.233900,9.137700,5553
Prim Nomal,18.077700,6.857300,1306
Kruskal Normal,25.896000,9.471100,1306
Prim Geometric,11.195200,8.174100,5405
Kruskal Geometric,15.384300,9.359900,5405
Prim Nomal,12.616900,7.821900,1299
Kruskal Normal,17.424500,9.584200,1299
Prim Geometric,13.239400,9.413900,5492
Kruskal Geometric,17.419600,8.767500,5492
Prim Nomal,12.657000,7.174600,1290
Kruskal Normal,16.799900,9.404300,1290
Prim Geometric,11.344000,9.137900,5437
Kruskal Geometric,15.461100,9.277500,5437
Prim Nomal,12.232200,6.850800,1318
Kruskal Normal,16.336300,9.888000,1318
Prim Geometric,11.180700,8.777300,5597
Kruskal Geometric,15.338900,9.167800,5597
Prim Nomal,12.731300,7.396000,1286
Kruskal Normal,17.654100,9.556100,1286
Prim Geometric,11.764000,9.313800,5400
Kruskal Geometric,15.871400,8.774800,5400
Prim Nomal,12.752400,6.954600,1341
