algorithm,constructionTime,executionTime,weightMST
Kruskal Normal,17.564300,9.555400,1341
Prim Geometric,11.195600,8.144800,5374
Kruskal Geometric,15.316500,9.528800,5374
Prim Nomal,14.477100,7.742400,1121
Kruskal Normal,19.358400,14.565700,1121
Prim Geometric,11.647800,10.415200,4571
Kruskal Geometric,17.004900,13.737600,4571
Prim Nomal,13.781300,7.641800,1091
Kruskal Normal,19.188000,13.919200,1091
Prim Geometric,12.047700,10.266500,4574
Kruskal Geometric,16.991800,13.554200,4574
Prim Nomal,14.752700,7.579400,1098
Kruskal Normal,19.556500,15.358000,1098
Prim Geometric,12.318200,10.087400,4571
Kruskal Geometric,17.474800,13.837300,4571
Prim Nomal,13.733100,7.699500,1129
Kruskal Normal,18.914100,14.194300,1129
Prim Geometric,12.072600,9.581400,4547
Kruskal Geometric,16.853600,13.215500,4547
Prim Nomal,13.688600,7.484600,1114
Kruskal Normal,19.036800,14.464800,1114
Prim Geometric,11.969400,9.765300,4557
Kruskal Geometric,16.784200,13.423900,4557
Prim Nomal,13.933600,7.854100,1115
Kruskal Normal,19.011200,17.069500,1115
Prim Geometric,12.640300,10.087200,4614
Kruskal Geometric,18.399600,13.671400,4614
Prim Nomal,14.421300,7.614500,1114
Kruskal Normal,19.320700,14.119900,1114
Prim Geometric,12.339200,10.865600,4595
Kruskal Geometric,17.096400,13.310700,4595
Prim Nomal,13.581600,7.751700,1110
Kruskal Normal,19.291500,14.106100,1110
Prim Geometric,12.168400,10.935500,4589
Kruskal Geometric,17.002700,13.651900,4589
Prim Nomal,14.576400,11.618100,1103
Kruskal Normal,19.329300,17.418900,1103
Prim Geometric,15.399500,22.760200,4516
Kruskal Geometric,24.186800,14.734900,4516
Prim Nomal,24.992700,7.671500,1137
Kruskal Normal,31.093000,14.912900,1137
Prim Geometric,11.826900,10.279100,4530
Kruskal Geometric,16.899700,13.876300,4530
Prim Nomal,12.507900,6.380800,1054
Kruskal Normal,16.568100,20.656900,1054
Prim Geometric,10.157500,9.691900,4068
Kruskal Geometric,14.103200,20.331900,4068
Prim Nomal,13.238400,6.448100,1052
Kruskal Normal,17.325500,20.253700,1052
Prim Geometric,9.703200,9.423700,4009
Kruskal Geometric,14.520500,18.313600,4009
Prim Nomal,13.266200,6.635000,1055
Kruskal Normal,17.416800,23.311800,1055
Prim Geometric,12.379700,11.360000,4092
Kruskal Geometric,17.919900,18.435600,4092
Prim Nomal,12.810500,6.935600,1045
Kruskal Normal,17.480400,19.149200,1045
Prim Geometric,10.903700,10.697800,4103
Kruskal Geometric,14.897300,19.215600,4103
Prim Nomal,12.802300,6.605900,1047
Kruskal Normal,17.107200,19.574200,1047
Prim Geometric,10.061700,9.147000,4038
Kruskal Geometric,14.067800,18.796600,4038
Prim Nomal,15.738900,6.647600,1055
Kruskal Normal,19.665200,18.901100,1055
Prim Geometric,9.833300,9.405000,4024
Kruskal Geometric,13.846600,18.050000,4024
Prim Nomal,12.272500,5.996300,1050
Kruskal Normal,16.297900,18.883500,1050
Prim Geometric,12.079100,8.577900,4097
Kruskal Geometric,16.173400,17.917400,4097
Prim Nomal,12.178700,5.872400,1033
Kruskal Normal,16.144400,18.898900,1033
Prim Geometric,9.969200,8.269100,4076
Kruskal Geometric,14.358100,18.328600,4076
Prim Nomal,12.360800,5.975000,1056
Kruskal Normal,16.550000,18.817000,1056
Prim Geometric,10.503000,10.572100,3982
Kruskal Geometric,14.753200,20.557800,3982
Prim Nomal,14.279900,5.975900,1039
Kruskal Normal,18.680500,19.507600,1039
Prim Geometric,9.734500,11.464500,3984
Kruskal Geometric,14.646700,27.493800,3984
Prim Nomal,34.947200,2.901800,1025
Kruskal Normal,41.540600,27.028400,1025
Prim Geometric,8.487600,10.117500,3745
Kruskal Geometric,11.935100,26.024400,3745
Prim Nomal,11.637000,3.538400,1014
Kruskal Normal,15.303500,26.219300,1014
Prim Geometric,10.002100,9.195300,3659
Kruskal Geometric,14.119100,25.128100,3659
Prim Nomal,13.938200,4.486800,1020
Kruskal Normal,21.079000,29.679800,1020
Prim Geometric,9.491600,6.684800,3696
Kruskal Geometric,14.808100,25.053300,3696
Prim Nomal,11.194100,3.677100,1026
Kruskal Normal,17.893400,27.241600,1026
Prim Geometric,8.323400,8.922900,3706
Kruskal Geometric,11.562500,23.207900,3706
Prim Nomal,12.313600,3.262800,1022
Kruskal Normal,15.569400,24.690400,1022
Prim Geometric,8.538400,6.848700,3667
Kruskal Geometric,12.144200,24.084400,3667
Prim Nomal,11.332700,2.919400,1019
Kruskal Normal,15.573200,25.089300,1019
Prim Geometric,9.396200,10.397400,3713
Kruskal Geometric,12.736800,24.633300,3713
Prim Nomal,11.728400,3.793600,1018
Kruskal Normal,14.875700,24.242700,1018
Prim Geometric,8.982600,5.639800,3761
Kruskal Geometric,12.157700,23.223700,3761
Prim Nomal,10.998500,3.093800,1021
Kruskal Normal,13.923800,23.380400,1021
Prim Geometric,9.102700,6.811900,3776
Kruskal Geometric,12.001900,22.633000,3776
Prim Nomal,11.485200,3.078400,1016
Kruskal Normal,15.013300,22.944600,1016
Prim Geometric,7.912200,6.474900,3637
Kruskal Geometric,10.853900,23.607200,3637
Prim Nomal,11.028400,2.804000,1022
Kruskal Normal,14.227600,24.490000,1022
Prim Geometric,8.641600,8.185700,3655
Kruskal Geometric,11.711700,22.704600,3655
Prim Nomal,37.132500,4.515000,321383
Kruskal Normal,38.965300,0.145400,321383
Prim Geometric,35.836900,4.619100,237911
Kruskal Geometric,37.697800,0.140100,237911
Prim Nomal,37.713400,4.525200,316293
Kruskal Normal,39.576700,0.147700,316293
Prim Geometric,36.026900,5.063500,235340
Kruskal Geometric,37.980500,0.138100,235340
Prim Nomal,36.255600,5.146700,316987
Kruskal Normal,38.121000,0.151300,316987
Prim Geometric,36.553100,4.496000,238516
Kruskal Geometric,38.411100,0.141400,238516
Prim Nomal,36.421100,4.643500,318956
Kruskal Normal,38.273600,0.144500,318956
Prim Geometric,36.623000,4.774300,233538
Kruskal Geometric,38.482800,0.146000,233538
Prim Nomal,36.356900,4.659900,321028
Kruskal Normal,38.604000,0.147200,321028
Prim Geometric,40.080900,4.839400,237234
Kruskal Geometric,42.097400,0.173200,237234
Prim Nomal,36.775900,4.522000,324880
Kruskal Normal,38.635700,0.144400,324880
Prim Geometric,37.079000,4.653000,234899
Kruskal Geometric,39.068100,0.142500,234899
Prim Nomal,37.048700,4.993400,316634
Kruskal Normal,39.091800,0.143100,316634
Prim Geometric,36.287100,4.452100,236657
Kruskal Geometric,38.137100,0.140000,236657
Prim Nomal,35.950300,4.458800,320679
Kruskal Normal,37.798200,0.157300,320679
Prim Geometric,36.647400,4.854600,236694
Kruskal Geometric,39.134200,0.144000,236694
Prim Nomal,36.254800,4.433600,322815
Kruskal Normal,38.103000,0.143800,322815
Prim Geometric,36.025500,4.516700,236485
Kruskal Geometric,37.870800,0.141000,236485
Prim Nomal,36.393100,4.434100,316523
Kruskal Normal,38.296600,0.143900,316523
Prim Geometric,35.669300,4.603400,235116
Kruskal Geometric,37.586200,0.144100,235116
Prim Nomal,57.149300,24.625300,2933
Kruskal Normal,71.359800,29.947900,2933
Prim Geometric,55.574700,27.601500,11930
Kruskal Geometric,69.387800,28.674200,11930
Prim Nomal,55.970800,24.703800,2953
Kruskal Normal,70.475600,30.469500,2953
Prim Geometric,56.015800,30.272600,11872
Kruskal Geometric,70.200900,32.906300,11872
Prim Nomal,138.222400,31.598200,2957
Kruskal Normal,182.280500,31.210300,2957
Prim Geometric,54.401600,31.006600,11774
Kruskal Geometric,68.358000,30.113100,11774
Prim Nomal,58.416900,25.489200,2971
Kruskal Normal,71.976700,30.578200,2971
Prim Geometric,54.741800,28.199500,11883
Kruskal Geometric,69.144800,28.377800,11883
Prim Nomal,58.844300,24.687100,2964
Kruskal Normal,72.877100,30.166900,2964
Prim Geometric,56.613300,27.763100,11868
Kruskal Geometric,69.969400,28.693100,11868
Prim Nomal,55.549300,24.467400,2965
Kruskal Normal,69.174800,30.352000,2965
Prim Geometric,55.806000,28.386200,12042
Kruskal Geometric,69.329000,28.607800,12042
Prim Nomal,56.100500,25.245400,2928
Kruskal Normal,69.584000,33.492800,2928
Prim Geometric,53.725500,30.269500,11870
Kruskal Geometric,67.153800,29.484100,11870
Prim Nomal,74.482400,26.065400,2960
Kruskal Normal,90.688100,34.261600,2960
Prim Geometric,123.710800,29.658900,11730
Kruskal Geometric,137.992300,29.483400,11730
Prim Nomal,56.647700,25.309400,2971
Kruskal Normal,70.593300,31.603900,2971
Prim Geometric,56.706100,27.535400,11846
Kruskal Geometric,70.548700,29.282300,11846
Prim Nomal,59.052500,24.951000,2957
Kruskal Normal,74.151600,30.506500,2957
Prim Geometric,54.704600,27.460300,11836
Kruskal Geometric,67.860600,28.009000,11836
Prim Nomal,75.884600,40.382400,2535
Kruskal Normal,98.781200,61.846900,2535
Prim Geometric,70.356300,46.892900,8381
Kruskal Geometric,93.964900,59.299800,8381
Prim Nomal,74.584300,40.400600,2552
Kruskal Normal,97.274700,61.063200,2552
Prim Geometric,69.146700,46.334800,8545
Kruskal Geometric,92.334900,59.977400,8545
Prim Nomal,75.852800,41.034900,2546
Kruskal Normal,99.004800,88.644900,2546
Prim Geometric,114.864300,336.356900,8541
Kruskal Geometric,492.106400,283.733400,8541
Prim Nomal,186.459600,86.697100,2557
Kruskal Normal,216.298000,83.687300,2557
Prim Geometric,264.509500,92.288800,8423
Kruskal Geometric,369.525800,156.044000,8423
Prim Nomal,117.105300,62.906800,2542
Kruskal Normal,148.227400,76.398100,2542
Prim Geometric,101.942700,65.343900,8263
Kruskal Geometric,136.301100,61.235600,8263
Prim Nomal,82.255000,42.363100,2554
Kruskal Normal,107.257100,63.659900,2554
Prim Geometric,72.028300,51.699700,8542
Kruskal Geometric,96.447500,71.869100,8542
Prim Nomal,79.144600,43.867400,2548
Kruskal Normal,102.873900,62.083700,2548
Prim Geometric,71.570000,51.517200,8587
Kruskal Geometric,95.296900,60.951800,8587
Prim Nomal,76.346900,41.096500,2542
Kruskal Normal,100.376900,62.842300,2542
Prim Geometric,70.188900,71.906400,8609
Kruskal Geometric,93.826300,69.847300,8609
Prim Nomal,98.477700,105.162500,2556
Kruskal Normal,127.700900,74.546200,2556
Prim Geometric,115.891200,51.526100,8465
Kruskal Geometric,143.191900,65.510900,8465
Prim Nomal,95.598200,42.608600,2549
Kruskal Normal,122.455700,61.799700,2549
Prim Geometric,72.115400,45.678300,8553
Kruskal Geometric,95.065900,60.186200,8553
Prim Nomal,98.660300,45.588700,2506
Kruskal Normal,123.577400,95.777000,2506
Prim Geometric,75.617100,54.755500,7131
Kruskal Geometric,99.546400,88.370800,7131
Prim Nomal,89.044300,46.705100,2505
Kruskal Normal,115.414300,103.244100,2505
Prim Geometric,77.411900,55.101300,7063
Kruskal Geometric,102.438900,96.344200,7063
Prim Nomal,88.549000,47.093200,2506
Kruskal Normal,113.042200,96.735900,2506
Prim Geometric,75.975100,52.698700,7114
Kruskal Geometric,99.687000,86.207200,7114
Prim Nomal,86.086500,45.841400,2502
Kruskal Normal,109.695600,393.408400,2502
Prim Geometric,197.231800,64.904100,7205
Kruskal Geometric,227.834800,150.166300,7205
Prim Nomal,115.647400,91.505200,2502
Kruskal Normal,154.974200,144.741500,2502
Prim Geometric,96.458600,65.446400,7088
Kruskal Geometric,123.565800,95.338300,7088
Prim Nomal,93.844700,47.226200,2506
Kruskal Normal,119.108000,97.903200,2506
Prim Geometric,113.825600,61.021300,7152
Kruskal Geometric,249.246800,90.545400,7152
Prim Nomal,86.813000,44.931300,2500
Kruskal Normal,110.997300,96.771700,2500
Prim Geometric,84.425900,62.353300,7181
Kruskal Geometric,109.346000,121.209200,7181
Prim Nomal,101.764800,60.845100,2509
Kruskal Normal,137.669300,96.486100,2509
Prim Geometric,77.702300,58.723200,7043
Kruskal Geometric,103.390700,96.516900,7043
Prim Nomal,207.631100,54.829300,2502
Kruskal Normal,236.559300,210.168200,2502
Prim Geometric,78.004600,61.484700,7212
Kruskal Geometric,102.616900,114.552700,7212
Prim Nomal,89.618400,43.935400,2503
Kruskal Normal,115.018500,92.438000,2503
Prim Geometric,72.639300,54.909200,7130
Kruskal Geometric,97.002700,88.035000,7130
Prim Nomal,76.007700,34.475900,2502
Kruskal Normal,98.763500,123.014900,2502
Prim Geometric,60.597600,48.129900,6328
Kruskal Geometric,83.652300,119.284600,6328
Prim Nomal,75.767900,34.392000,2501
Kruskal Normal,99.832800,122.329500,2501
Prim Geometric,82.965700,240.735600,6304
Kruskal Geometric,223.995100,128.315500,6304
Prim Nomal,81.861800,38.546400,2499
Kruskal Normal,106.225100,125.909400,2499
Prim Geometric,62.667800,47.147500,6409
Kruskal Geometric,86.292500,127.139400,6409
Prim Nomal,76.266400,35.017200,2500
Kruskal Normal,99.455700,124.217800,2500
Prim Geometric,63.491100,52.477300,6292
Kruskal Geometric,85.966600,130.358000,6292
Prim Nomal,78.430200,36.415600,2500
Kruskal Normal,101.676700,125.203200,2500
Prim Geometric,67.555500,49.019500,6397
Kruskal Geometric,93.759500,125.543200,6397
Prim Nomal,76.337200,35.180100,2500
Kruskal Normal,99.614300,127.349600,2500
Prim Geometric,65.093300,56.881500,6284
Kruskal Geometric,88.683100,169.149600,6284
Prim Nomal,77.396000,34.692700,2499
Kruskal Normal,101.153300,131.309600,2499
Prim Geometric,68.692600,47.219500,6335
Kruskal Geometric,91.874200,120.502100,6335
Prim Nomal,121.323800,39.950600,2499
Kruskal Normal,151.187200,424.162600,2499
Prim Geometric,61.007100,44.627200,6252
Kruskal Geometric,85.303000,119.470500,6252
Prim Nomal,81.810800,39.099900,2501
Kruskal Normal,105.715400,134.241700,2501
Prim Geometric,63.295100,51.299800,6283
Kruskal Geometric,86.783600,134.088300,6283
Prim Nomal,85.778300,36.883300,2499
Kruskal Normal,111.575800,134.605600,2499
Prim Geometric,69.220800,55.592100,6395
Kruskal Geometric,93.380300,124.826000,6395
Prim Nomal,76.180300,24.654700,2499
Kruskal Normal,100.102300,221.313700,2499
Prim Geometric,57.188300,32.953900,5809
Kruskal Geometric,76.787400,151.632100,5809
Prim Nomal,69.140200,16.449600,2500
Kruskal Normal,88.450300,157.921800,2500
Prim Geometric,49.452400,32.931900,5830
Kruskal Geometric,68.409200,152.978300,5830
Prim Nomal,75.515900,18.141500,2499
Kruskal Normal,95.768200,179.299700,2499
Prim Geometric,51.667700,33.804900,5825
Kruskal Geometric,72.254200,162.335400,5825
Prim Nomal,74.336200,19.386900,2499
Kruskal Normal,95.475500,160.560400,2499
Prim Geometric,52.222300,39.109700,5802
Kruskal Geometric,72.365900,153.601000,5802
Prim Nomal,69.694500,18.371500,2499
Kruskal Normal,88.711300,154.375100,2499
Prim Geometric,50.330300,32.131700,5860
Kruskal Geometric,69.623000,150.387900,5860
Prim Nomal,69.011900,15.989400,2500
Kruskal Normal,87.317500,157.981200,2500
Prim Geometric,53.257600,106.297100,5790
Kruskal Geometric,74.115700,336.066400,5790
Prim Nomal,176.512400,20.881600,2499
Kruskal Normal,194.523100,157.914800,2499
Prim Geometric,50.799000,36.123800,5821
Kruskal Geometric,67.971600,155.152400,5821
Prim Nomal,71.807300,23.515100,2499
Kruskal Normal,90.100200,155.917100,2499
Prim Geometric,51.631100,30.932800,5847
Kruskal Geometric,69.462100,156.078200,5847
Prim Nomal,68.636500,16.208700,2499
Kruskal Normal,86.652600,169.320600,2499
Prim Geometric,59.997600,38.718200,5840
Kruskal Geometric,89.392400,154.541800,5840
Prim Nomal,71.627700,22.239800,2499
Kruskal Normal,93.993600,164.573800,2499
Prim Geometric,51.659600,83.101300,5825
Kruskal Geometric,70.070300,179.910700,5825
Prim Nomal,160.207700,19.078300,635917
Kruskal Normal,167.997900,0.296400,635917
Prim Geometric,150.928000,23.548000,474720
Kruskal Geometric,159.153300,0.277900,474720
Prim Nomal,155.936400,18.301000,639919
Kruskal Normal,162.986500,0.284900,639919
Prim Geometric,195.498300,19.293300,470411
Kruskal Geometric,202.813800,0.276400,470411
Prim Nomal,153.234100,18.396900,644837
Kruskal Normal,160.820400,0.288600,644837
Prim Geometric,149.917000,19.301400,469575
Kruskal Geometric,157.034100,0.275300,469575
Prim Nomal,158.255700,22.254500,633425
Kruskal Normal,167.874200,0.287100,633425
Prim Geometric,161.833700,17.967300,468452
Kruskal Geometric,168.960200,0.281000,468452
Prim Nomal,151.494500,18.424700,636756
Kruskal Normal,158.808700,0.288500,636756
Prim Geometric,157.648800,19.417700,470421
Kruskal Geometric,165.018300,0.290900,470421
Prim Nomal,160.160600,17.819000,630756
Kruskal Normal,167.255000,0.285500,630756
Prim Geometric,222.018500,19.956300,472595
Kruskal Geometric,229.771000,0.276600,472595
Prim Nomal,152.101700,18.029600,637869
Kruskal Normal,159.321400,0.291800,637869
Prim Geometric,149.372600,18.399400,474269
Kruskal Geometric,157.250900,0.285500,474269
Prim Nomal,147.484300,17.746800,637704
Kruskal Normal,154.523400,0.286000,637704
Prim Geometric,158.412700,19.321400,470830
Kruskal Geometric,169.396100,0.451600,470830
Prim Nomal,155.404600,19.697300,637433
Kruskal Normal,162.626000,0.444300,637433
Prim Geometric,151.858500,17.931900,471248
Kruskal Geometric,158.950600,0.274900,471248
Prim Nomal,149.580600,18.012100,638810
Kruskal Normal,157.072800,0.298300,638810
Prim Geometric,153.272200,18.045200,472497
Kruskal Geometric,160.590200,0.282500,472497
Prim Nomal,249.941100,94.545600,5096
Kruskal Normal,304.162500,131.333100,5096
Prim Geometric,232.047000,111.012500,16635
Kruskal Geometric,285.774000,122.888600,16635
Prim Nomal,239.290700,95.944400,5107
Kruskal Normal,296.784500,122.571100,5107
Prim Geometric,222.508500,109.942200,16525
Kruskal Geometric,274.905400,121.883600,16525
Prim Nomal,238.258100,94.792800,5088
Kruskal Normal,292.359600,125.737000,5088
Prim Geometric,233.841200,113.446600,16436
Kruskal Geometric,289.867200,126.153100,16436
Prim Nomal,237.004400,94.465600,5102
Kruskal Normal,290.349000,124.190000,5102
Prim Geometric,226.087700,101.337200,16469
Kruskal Geometric,280.561800,118.620200,16469
Prim Nomal,259.431500,97.404000,5086
Kruskal Normal,314.735900,135.067100,5086
Prim Geometric,322.320500,173.986700,16660
Kruskal Geometric,375.856600,162.802600,16660
Prim Nomal,248.149400,125.899700,5109
Kruskal Normal,340.508900,129.618700,5109
Prim Geometric,234.638600,116.614200,16559
Kruskal Geometric,296.495500,120.836500,16559
Prim Nomal,239.400300,96.600900,5107
Kruskal Normal,294.190900,125.589100,5107
Prim Geometric,234.807900,122.482800,16695
Kruskal Geometric,288.596400,122.839800,16695
Prim Nomal,235.351600,93.091600,5071
Kruskal Normal,288.023400,125.224400,5071
Prim Geometric,224.233100,107.599100,16679
Kruskal Geometric,277.085000,125.800900,16679
Prim Nomal,233.956900,93.009800,5085
Kruskal Normal,287.250800,124.435900,5085
Prim Geometric,220.324200,104.464200,16588
Kruskal Geometric,274.204800,118.194200,16588
Prim Nomal,240.803500,94.415600,5100
Kruskal Normal,293.586900,126.215600,5100
Prim Geometric,227.651500,104.669000,16842
Kruskal Geometric,281.320400,121.906800,16842
Prim Nomal,316.918300,159.252700,5000
Kruskal Normal,413.300800,251.962600,5000
Prim Geometric,297.883900,177.401800,12040
Kruskal Geometric,391.055900,237.732300,12040
Prim Nomal,313.983100,164.458300,5000
Kruskal Normal,406.693400,252.173300,5000
Prim Geometric,288.608800,182.110500,11963
Kruskal Geometric,386.338800,259.621200,11963
Prim Nomal,322.360900,155.149700,4999
Kruskal Normal,413.935500,250.730600,4999
Prim Geometric,291.834300,184.312900,11986
Kruskal Geometric,382.493900,244.410500,11986
Prim Nomal,321.517100,156.034100,5000
Kruskal Normal,411.483400,252.441500,5000
Prim Geometric,286.339400,177.864700,12021
Kruskal Geometric,376.311100,242.190200,12021
Prim Nomal,315.896800,157.287400,5000
Kruskal Normal,405.883300,304.211100,5000
Prim Geometric,291.205700,179.947000,12012
Kruskal Geometric,380.340600,281.844100,12012
Prim Nomal,317.019300,157.226800,5000
Kruskal Normal,406.240800,269.019200,5000
Prim Geometric,309.935300,316.509600,12078
Kruskal Geometric,401.481000,356.734700,12078
Prim Nomal,388.057900,172.414000,5000
Kruskal Normal,491.016200,287.658300,5000
Prim Geometric,336.927200,192.961400,12014
Kruskal Geometric,430.671200,252.240700,12014
Prim Nomal,333.221600,156.269000,5002
Kruskal Normal,423.041900,262.974800,5002
Prim Geometric,299.398900,189.916500,11944
Kruskal Geometric,393.169700,248.270300,11944
Prim Nomal,333.442300,166.108400,4999
Kruskal Normal,427.405700,257.904200,4999
Prim Geometric,317.071600,186.384900,12083
Kruskal Geometric,414.129800,251.650700,12083
Prim Nomal,331.167500,160.258400,5000
Kruskal Normal,429.314700,305.695100,5000
Prim Geometric,315.665600,297.759600,11823
Kruskal Geometric,418.954300,354.780400,11823
Prim Nomal,536.630400,204.791000,4999
Kruskal Normal,669.517800,465.075500,4999
Prim Geometric,307.209300,228.883600,10050
Kruskal Geometric,407.886500,508.070100,10050
Prim Nomal,429.141600,178.868100,4999
Kruskal Normal,531.704400,402.470700,4999
Prim Geometric,323.495200,216.181700,10031
Kruskal Geometric,429.559700,402.642200,10031
Prim Nomal,355.934400,174.907600,4999
Kruskal Normal,453.237200,381.902300,4999
Prim Geometric,299.112800,199.957200,9894
Kruskal Geometric,395.463200,374.727600,9894
Prim Nomal,378.890100,177.136600,4999
Kruskal Normal,480.988600,556.669100,4999
Prim Geometric,289.674000,198.924800,9966
Kruskal Geometric,386.161500,390.405700,9966
Prim Nomal,372.650300,180.714700,4999
Kruskal Normal,469.960900,433.110000,4999
Prim Geometric,302.626100,202.938700,10119
Kruskal Geometric,401.497900,385.517200,10119
Prim Nomal,377.267200,174.337700,4999
Kruskal Normal,476.767300,417.983900,4999
Prim Geometric,304.252200,199.532800,9983
Kruskal Geometric,401.581200,427.078500,9983
Prim Nomal,346.564100,175.321800,4999
Kruskal Normal,443.496500,396.444500,4999
Prim Geometric,321.588100,210.474500,9962
Kruskal Geometric,417.887900,405.211100,9962
Prim Nomal,363.802600,186.143700,4999
Kruskal Normal,460.824500,419.159600,4999
Prim Geometric,423.945000,316.971800,10090
Kruskal Geometric,574.883700,418.698800,10090
Prim Nomal,397.058400,200.638900,4999
Kruskal Normal,499.138700,412.987300,4999
Prim Geometric,297.799000,206.204000,9956
Kruskal Geometric,409.372700,464.790800,9956
Prim Nomal,411.997900,175.011000,4999
Kruskal Normal,511.481200,397.854600,4999
Prim Geometric,383.960800,223.178300,9889
Kruskal Geometric,489.569300,381.228700,9889
Prim Nomal,337.363400,137.627800,4999
Kruskal Normal,430.589500,520.355900,4999
Prim Geometric,280.455500,179.213200,8844
Kruskal Geometric,386.661500,556.713500,8844
Prim Nomal,353.546500,146.717100,4999
Kruskal Normal,462.888600,553.789500,4999
Prim Geometric,258.784400,171.926500,8860
Kruskal Geometric,350.747800,498.625800,8860
Prim Nomal,328.154700,143.603800,4999
Kruskal Normal,421.027800,521.507600,4999
Prim Geometric,263.250800,171.030700,8928
Kruskal Geometric,356.444600,515.854800,8928
Prim Nomal,399.278300,141.619500,4999
Kruskal Normal,606.300900,518.676600,4999
Prim Geometric,246.704100,175.337900,8786
Kruskal Geometric,337.630500,782.085300,8786
Prim Nomal,455.769800,163.296900,4999
Kruskal Normal,573.962400,654.736000,4999
Prim Geometric,267.513900,165.468800,8860
Kruskal Geometric,361.307900,604.411600,8860
Prim Nomal,362.759600,142.179400,4999
Kruskal Normal,470.684200,556.249800,4999
Prim Geometric,310.609400,187.585700,8782
Kruskal Geometric,521.422700,506.869400,8782
Prim Nomal,457.271700,142.101800,4999
Kruskal Normal,559.729300,543.912900,4999
Prim Geometric,267.719000,199.540500,8769
Kruskal Geometric,365.102300,519.345400,8769
Prim Nomal,443.493300,140.188000,4999
Kruskal Normal,548.888600,554.876000,4999
Prim Geometric,243.924100,174.300700,8869
Kruskal Geometric,339.792400,497.280500,8869
