TipoGrafo,Vertices,DensidadePercentual,Repeticao,Algoritmo,TempoMilissegundos,PesoTotalMST
Normal,100,0,1,Kruskal,0.0403,5130.44
Normal,100,0,1,Prim,0.0095,5130.44
Normal,100,0,2,Kruskal,0.0093,4837.27
Normal,100,0,2,Prim,0.0085,4837.27
Normal,100,0,3,Kruskal,0.0085,5535.73
Normal,100,0,3,Prim,0.0081,5535.73
Normal,100,0,4,Kruskal,0.0083,5202.85
Normal,100,0,4,Prim,0.0077,5202.85
Normal,100,0,5,Kruskal,0.021,5063.2
Normal,100,0,5,Prim,0.0069,5063.2
Normal,100,0,6,Kruskal,0.008,5178.8
Normal,100,0,6,Prim,0.0081,5178.8
Normal,100,0,7,Kruskal,0.0077,5194
Normal,100,0,7,Prim,0.009,5194
Normal,100,0,8,Kruskal,0.0084,4672.75
Normal,100,0,8,Prim,0.0093,4672.75
Normal,100,0,9,Kruskal,0.0084,5322.05
Normal,100,0,9,Prim,0.0087,5322.05
Normal,100,0,10,Kruskal,0.0089,5290.01
Normal,100,0,10,Prim,0.0062,5290.01
Normal,100,20,1,Kruskal,0.059,604.298
Normal,100,20,1,Prim,0.0436,604.298
Normal,100,20,2,Kruskal,0.059,716.369
Normal,100,20,2,Prim,0.0404,716.369
Normal,100,20,3,Kruskal,0.0846,589.674
Normal,100,20,3,Prim,0.0372,589.674
Normal,100,20,4,Kruskal,0.0576,676.45
Normal,100,20,4,Prim,0.0404,676.45
Normal,100,20,5,Kruskal,0.0582,538.374
Normal,100,20,5,Prim,0.0606,538.374
Normal,100,20,6,Kruskal,0.0587,655.812
Normal,100,20,6,Prim,0.0388,655.812
Normal,100,20,7,Kruskal,0.0596,686.3
Normal,100,20,7,Prim,0.1193,686.3
Normal,100,20,8,Kruskal,0.0581,759.364
Normal,100,20,8,Prim,0.0498,759.364
Normal,100,20,9,Kruskal,0.0574,642.895
Normal,100,20,9,Prim,0.0386,642.895
Normal,100,20,10,Kruskal,0.0581,779.494
Normal,100,20,10,Prim,0.0501,779.494
Normal,100,40,1,Kruskal,0.1275,424.296
Normal,100,40,1,Prim,0.0586,424.296
Normal,100,40,2,Kruskal,0.1306,380.961
Normal,100,40,2,Prim,0.0811,380.961
Normal,100,40,3,Kruskal,0.1404,392.39
Normal,100,40,3,Prim,0.3298,392.39
Normal,100,40,4,Kruskal,0.115,389.109
Normal,100,40,4,Prim,1.2269,389.109
Normal,100,40,5,Kruskal,0.1194,412.594
Normal,100,40,5,Prim,0.0666,412.594
Normal,100,40,6,Kruskal,0.1123,369.865
Normal,100,40,6,Prim,0.0663,369.865
Normal,100,40,7,Kruskal,0.2627,397.87
Normal,100,40,7,Prim,0.0684,397.87
Normal,100,40,8,Kruskal,0.1136,421.189
Normal,100,40,8,Prim,0.0842,421.189
Normal,100,40,9,Kruskal,0.1876,349.658
Normal,100,40,9,Prim,0.0838,349.658
Normal,100,40,10,Kruskal,0.1162,380.581
Normal,100,40,10,Prim,0.0739,380.581
Normal,100,60,1,Kruskal,0.2056,272.812
Normal,100,60,1,Prim,0.0957,272.812
Normal,100,60,2,Kruskal,0.169,313.639
Normal,100,60,2,Prim,0.0738,313.639
Normal,100,60,3,Kruskal,0.1714,270.973
Normal,100,60,3,Prim,0.1157,270.973
Normal,100,60,4,Kruskal,0.2202,275.822
Normal,100,60,4,Prim,0.1213,275.822
Normal,100,60,5,Kruskal,0.2023,297.763
Normal,100,60,5,Prim,0.2605,297.763
Normal,100,60,6,Kruskal,0.1762,329.758
Normal,100,60,6,Prim,0.1887,329.758
Normal,100,60,7,Kruskal,0.1687,285.362
Normal,100,60,7,Prim,0.081,285.362
Normal,100,60,8,Kruskal,0.1741,320.516
Normal,100,60,8,Prim,0.072,320.516
Normal,100,60,9,Kruskal,0.1781,302.66
Normal,100,60,9,Prim,0.0834,302.66
Normal,100,60,10,Kruskal,0.1686,272.142
Normal,100,60,10,Prim,0.1233,272.142
Normal,100,80,1,Kruskal,0.2315,261.595
Normal,100,80,1,Prim,0.0808,261.595
Normal,100,80,2,Kruskal,0.227,212.144
Normal,100,80,2,Prim,0.1057,212.144
Normal,100,80,3,Kruskal,0.2707,266.484
Normal,100,80,3,Prim,0.0866,266.484
Normal,100,80,4,Kruskal,0.2283,244.012
Normal,100,80,4,Prim,0.0837,244.012
Normal,100,80,5,Kruskal,0.2434,239.746
Normal,100,80,5,Prim,0.0993,239.746
Normal,100,80,6,Kruskal,0.2654,237.105
Normal,100,80,6,Prim,0.0906,237.105
Normal,100,80,7,Kruskal,0.5848,220.763
Normal,100,80,7,Prim,0.0928,220.763
Normal,100,80,8,Kruskal,0.2772,227.034
Normal,100,80,8,Prim,0.1023,227.034
Normal,100,80,9,Kruskal,0.2446,269.153
Normal,100,80,9,Prim,0.1045,269.153
Normal,100,80,10,Kruskal,0.5137,228.654
Normal,100,80,10,Prim,0.0822,228.654
Normal,100,100,1,Kruskal,0.5262,220.007
Normal,100,100,1,Prim,0.1087,220.007
Normal,100,100,2,Kruskal,0.3187,214.957
Normal,100,100,2,Prim,0.1131,214.957
Normal,100,100,3,Kruskal,0.3218,209.823
Normal,100,100,3,Prim,0.1456,209.823
Normal,100,100,4,Kruskal,0.3207,210.047
Normal,100,100,4,Prim,0.1927,210.047
Normal,100,100,5,Kruskal,0.3287,212.498
Normal,100,100,5,Prim,0.0991,212.498
Normal,100,100,6,Kruskal,0.292,216.342
Normal,100,100,6,Prim,0.1621,216.342
Normal,100,100,7,Kruskal,21.6827,205.723
Normal,100,100,7,Prim,0.0897,205.723
Normal,100,100,8,Kruskal,0.3192,217.188
Normal,100,100,8,Prim,0.087,217.188
Normal,100,100,9,Kruskal,0.2964,212.9
Normal,100,100,9,Prim,0.1621,212.9
Normal,100,100,10,Kruskal,0.3168,209.145
Normal,100,100,10,Prim,0.1038,209.145
Normal,500,0,1,Kruskal,0.0414,24547.6
Normal,500,0,1,Prim,0.6938,24547.6
Normal,500,0,2,Kruskal,0.0461,25466.5
Normal,500,0,2,Prim,0.0374,25466.5
Normal,500,0,3,Kruskal,0.0388,25952.1
Normal,500,0,3,Prim,0.0381,25952.1
Normal,500,0,4,Kruskal,0.0354,24946.5
Normal,500,0,4,Prim,0.0302,24946.5
Normal,500,0,5,Kruskal,0.0397,24409.3
Normal,500,0,5,Prim,0.0335,24409.3
Normal,500,0,6,Kruskal,0.0399,24480.9
Normal,500,0,6,Prim,0.0314,24480.9
Normal,500,0,7,Kruskal,0.0382,24518.2
Normal,500,0,7,Prim,0.0195,24518.2
Normal,500,0,8,Kruskal,0.0402,24165.2
Normal,500,0,8,Prim,0.0457,24165.2
Normal,500,0,9,Kruskal,0.0358,24821.6
Normal,500,0,9,Prim,0.0406,24821.6
Normal,500,0,10,Kruskal,0.0408,24361.1
Normal,500,0,10,Prim,0.0757,24361.1
Normal,500,20,1,Kruskal,2.1669,1077.98
Normal,500,20,1,Prim,0.7112,1077.98
Normal,500,20,2,Kruskal,1.8156,1037.77
Normal,500,20,2,Prim,0.4916,1037.77
Normal,500,20,3,Kruskal,3.9877,1041.49
Normal,500,20,3,Prim,0.4791,1041.49
Normal,500,20,4,Kruskal,1.8599,1134.6
Normal,500,20,4,Prim,0.514,1134.6
Normal,500,20,5,Kruskal,4.9711,1089.6
Normal,500,20,5,Prim,0.4787,1089.6
Normal,500,20,6,Kruskal,1.8269,1109.42
Normal,500,20,6,Prim,0.4674,1109.42
Normal,500,20,7,Kruskal,4.7257,1044.39
Normal,500,20,7,Prim,0.4565,1044.39
Normal,500,20,8,Kruskal,1.943,1074.27
Normal,500,20,8,Prim,0.4864,1074.27
Normal,500,20,9,Kruskal,4.769,1107.59
Normal,500,20,9,Prim,0.4642,1107.59
Normal,500,20,10,Kruskal,2.1605,1099.52
Normal,500,20,10,Prim,0.4759,1099.52
Normal,500,40,1,Kruskal,6.1562,776.947
Normal,500,40,1,Prim,1.0136,776.947
Normal,500,40,2,Kruskal,3.944,810.746
Normal,500,40,2,Prim,2.4063,810.746
Normal,500,40,3,Kruskal,3.9747,786.383
Normal,500,40,3,Prim,1.2137,786.383
Normal,500,40,4,Kruskal,4.3913,794.343
Normal,500,40,4,Prim,0.7619,794.343
Normal,500,40,5,Kruskal,3.8761,792.662
Normal,500,40,5,Prim,0.8007,792.662
Normal,500,40,6,Kruskal,4.1171,804.25
Normal,500,40,6,Prim,2.143,804.25
Normal,500,40,7,Kruskal,3.9832,818.879
Normal,500,40,7,Prim,0.7953,818.879
Normal,500,40,8,Kruskal,4.2509,797.201
Normal,500,40,8,Prim,0.7421,797.201
Normal,500,40,9,Kruskal,3.8969,801.574
Normal,500,40,9,Prim,0.8453,801.574
Normal,500,40,10,Kruskal,4.2812,779.625
Normal,500,40,10,Prim,0.7492,779.625
Normal,500,60,1,Kruskal,6.071,702.529
Normal,500,60,1,Prim,1.2022,702.529
Normal,500,60,2,Kruskal,7.2655,711.659
Normal,500,60,2,Prim,1.1769,711.659
Normal,500,60,3,Kruskal,6.302,702.549
Normal,500,60,3,Prim,1.76,702.549
Normal,500,60,4,Kruskal,7.5968,681.474
Normal,500,60,4,Prim,1.1512,681.474
Normal,500,60,5,Kruskal,8.0295,689.852
Normal,500,60,5,Prim,1.1723,689.852
Normal,500,60,6,Kruskal,6.7741,707.584
Normal,500,60,6,Prim,1.2875,707.584
Normal,500,60,7,Kruskal,7.7844,704.974
Normal,500,60,7,Prim,0.9739,704.974
Normal,500,60,8,Kruskal,7.0812,713.817
Normal,500,60,8,Prim,1.4808,713.817
Normal,500,60,9,Kruskal,7.1624,686.311
Normal,500,60,9,Prim,1.2904,686.311
Normal,500,60,10,Kruskal,10.6018,687.495
Normal,500,60,10,Prim,1.0101,687.495
Normal,500,80,1,Kruskal,9.9903,657.597
Normal,500,80,1,Prim,1.7513,657.597
Normal,500,80,2,Kruskal,9.4811,638.061
Normal,500,80,2,Prim,1.2028,638.061
Normal,500,80,3,Kruskal,9.316,655.12
Normal,500,80,3,Prim,1.2351,655.12
Normal,500,80,4,Kruskal,8.7441,648.815
Normal,500,80,4,Prim,1.2662,648.815
Normal,500,80,5,Kruskal,14.9264,648.309
Normal,500,80,5,Prim,1.2415,648.309
Normal,500,80,6,Kruskal,8.3888,655.36
Normal,500,80,6,Prim,1.2362,655.36
Normal,500,80,7,Kruskal,10.183,638.729
Normal,500,80,7,Prim,1.2404,638.729
Normal,500,80,8,Kruskal,7.9458,650.494
Normal,500,80,8,Prim,1.2468,650.494
Normal,500,80,9,Kruskal,10.2116,635.358
Normal,500,80,9,Prim,1.5561,635.358
Normal,500,80,10,Kruskal,13.9145,647.496
Normal,500,80,10,Prim,1.6354,647.496
Normal,500,100,1,Kruskal,12.5652,630.31
Normal,500,100,1,Prim,30.7153,630.31
Normal,500,100,2,Kruskal,13.858,618.771
Normal,500,100,2,Prim,1.5144,618.771
Normal,500,100,3,Kruskal,17.2288,621.096
Normal,500,100,3,Prim,2.578,621.096
Normal,500,100,4,Kruskal,12.2284,609.299
Normal,500,100,4,Prim,1.4267,609.299
Normal,500,100,5,Kruskal,10.5416,617.497
Normal,500,100,5,Prim,2.9822,617.497
Normal,500,100,6,Kruskal,11.5286,626.78
Normal,500,100,6,Prim,1.5993,626.78
Normal,500,100,7,Kruskal,11.7661,621.98
Normal,500,100,7,Prim,1.7809,621.98
Normal,500,100,8,Kruskal,10.4168,610.637
Normal,500,100,8,Prim,1.5918,610.637
Normal,500,100,9,Kruskal,11.6301,612.481
Normal,500,100,9,Prim,1.4482,612.481
Normal,500,100,10,Kruskal,11.3894,607.383
Normal,500,100,10,Prim,1.553,607.383
Normal,1000,0,1,Kruskal,0.0819,50541.2
Normal,1000,0,1,Prim,0.0467,50541.2
Normal,1000,0,2,Kruskal,0.0799,49502.9
Normal,1000,0,2,Prim,0.0583,49502.9
Normal,1000,0,3,Kruskal,0.0814,50705.9
Normal,1000,0,3,Prim,0.1114,50705.9
Normal,1000,0,4,Kruskal,0.0909,50242.2
Normal,1000,0,4,Prim,0.0491,50242.2
Normal,1000,0,5,Kruskal,0.0805,48947
Normal,1000,0,5,Prim,0.1766,48947
Normal,1000,0,6,Kruskal,0.0727,50183
Normal,1000,0,6,Prim,0.0758,50183
Normal,1000,0,7,Kruskal,0.0838,51167.1
Normal,1000,0,7,Prim,0.0479,51167.1
Normal,1000,0,8,Kruskal,0.0855,50557.1
Normal,1000,0,8,Prim,0.0462,50557.1
Normal,1000,0,9,Kruskal,0.0852,50839.9
Normal,1000,0,9,Prim,0.0563,50839.9
Normal,1000,0,10,Kruskal,0.0855,52075.3
Normal,1000,0,10,Prim,0.0551,52075.3
Normal,1000,20,1,Kruskal,9.6172,1600.45
Normal,1000,20,1,Prim,3.1768,1600.45
Normal,1000,20,2,Kruskal,10.7975,1609.36
Normal,1000,20,2,Prim,2.085,1609.36
Normal,1000,20,3,Kruskal,8.8614,1590.81
Normal,1000,20,3,Prim,3.6363,1590.81
Normal,1000,20,4,Kruskal,11.5605,1611.36
Normal,1000,20,4,Prim,1.6765,1611.36
Normal,1000,20,5,Kruskal,11.7302,1583.87
Normal,1000,20,5,Prim,1.5574,1583.87
Normal,1000,20,6,Kruskal,8.8421,1578.74
Normal,1000,20,6,Prim,1.7345,1578.74
Normal,1000,20,7,Kruskal,12.3441,1571.8
Normal,1000,20,7,Prim,1.4847,1571.8
Normal,1000,20,8,Kruskal,11.5548,1640.91
Normal,1000,20,8,Prim,1.6045,1640.91
Normal,1000,20,9,Kruskal,10.3791,1594.81
Normal,1000,20,9,Prim,2.0943,1594.81
Normal,1000,20,10,Kruskal,10.725,1608.59
Normal,1000,20,10,Prim,1.6345,1608.59
Normal,1000,40,1,Kruskal,18.6941,1306.45
Normal,1000,40,1,Prim,2.8111,1306.45
Normal,1000,40,2,Kruskal,19.0774,1278.19
Normal,1000,40,2,Prim,2.4944,1278.19
Normal,1000,40,3,Kruskal,17.405,1298.93
Normal,1000,40,3,Prim,2.5568,1298.93
Normal,1000,40,4,Kruskal,19.6391,1290.82
Normal,1000,40,4,Prim,5.5658,1290.82
Normal,1000,40,5,Kruskal,18.0446,1295.81
Normal,1000,40,5,Prim,2.5103,1295.81
Normal,1000,40,6,Kruskal,17.5642,1297.93
Normal,1000,40,6,Prim,2.5026,1297.93
Normal,1000,40,7,Kruskal,17.2362,1303.72
Normal,1000,40,7,Prim,3.1679,1303.72
Normal,1000,40,8,Kruskal,18.0275,1285.32
Normal,1000,40,8,Prim,2.534,1285.32
Normal,1000,40,9,Kruskal,17.9505,1294.29
Normal,1000,40,9,Prim,2.716,1294.29
Normal,1000,40,10,Kruskal,20.4178,1303.43
Normal,1000,40,10,Prim,5.0825,1303.43
Normal,1000,60,1,Kruskal,28.4929,1196.32
Normal,1000,60,1,Prim,3.6768,1196.32
Normal,1000,60,2,Kruskal,30.7194,1218.83
Normal,1000,60,2,Prim,4.0565,1218.83
Normal,1000,60,3,Kruskal,26.3308,1197.12
Normal,1000,60,3,Prim,3.8581,1197.12
Normal,1000,60,4,Kruskal,28.1384,1192.89
Normal,1000,60,4,Prim,3.426,1192.89
Normal,1000,60,5,Kruskal,29.0521,1201.24
Normal,1000,60,5,Prim,3.5591,1201.24
Normal,1000,60,6,Kruskal,29.0201,1187.26
Normal,1000,60,6,Prim,3.6506,1187.26
Normal,1000,60,7,Kruskal,27.3319,1201.08
Normal,1000,60,7,Prim,3.6485,1201.08
Normal,1000,60,8,Kruskal,27.1891,1201.34
Normal,1000,60,8,Prim,3.695,1201.34
Normal,1000,60,9,Kruskal,29.7799,1198.36
Normal,1000,60,9,Prim,3.4345,1198.36
Normal,1000,60,10,Kruskal,27.1488,1201.31
Normal,1000,60,10,Prim,3.4428,1201.31
Normal,1000,80,1,Kruskal,37.4206,1142.58
Normal,1000,80,1,Prim,4.5505,1142.58
Normal,1000,80,2,Kruskal,36.4842,1146.45
Normal,1000,80,2,Prim,5.0597,1146.45
Normal,1000,80,3,Kruskal,40.4904,1146.82
Normal,1000,80,3,Prim,4.431,1146.82
Normal,1000,80,4,Kruskal,38.5916,1143.45
Normal,1000,80,4,Prim,5.8897,1143.45
Normal,1000,80,5,Kruskal,37.2133,1151.07
Normal,1000,80,5,Prim,5.4782,1151.07
Normal,1000,80,6,Kruskal,37.4854,1145.28
Normal,1000,80,6,Prim,4.4383,1145.28
Normal,1000,80,7,Kruskal,36.8191,1153.01
Normal,1000,80,7,Prim,4.8029,1153.01
Normal,1000,80,8,Kruskal,36.1976,1152.31
Normal,1000,80,8,Prim,4.6079,1152.31
Normal,1000,80,9,Kruskal,36.468,1143.16
Normal,1000,80,9,Prim,4.4293,1143.16
Normal,1000,80,10,Kruskal,36.9301,1151.74
Normal,1000,80,10,Prim,4.5575,1151.74
Normal,1000,100,1,Kruskal,47.1667,1118.5
Normal,1000,100,1,Prim,5.8723,1118.5
Normal,1000,100,2,Kruskal,47.7303,1117.19
Normal,1000,100,2,Prim,6.6649,1117.19
Normal,1000,100,3,Kruskal,46.5057,1123.55
Normal,1000,100,3,Prim,5.1242,1123.55
Normal,1000,100,4,Kruskal,46.9152,1124.35
Normal,1000,100,4,Prim,5.8819,1124.35
Normal,1000,100,5,Kruskal,49.4266,1115.63
Normal,1000,100,5,Prim,6.0513,1115.63
Normal,1000,100,6,Kruskal,49.3045,1115.99
Normal,1000,100,6,Prim,5.819,1115.99
Normal,1000,100,7,Kruskal,45.8397,1117.8
Normal,1000,100,7,Prim,5.1373,1117.8
Normal,1000,100,8,Kruskal,45.9504,1114.53
Normal,1000,100,8,Prim,5.7791,1114.53
Normal,1000,100,9,Kruskal,46.9892,1119.19
Normal,1000,100,9,Prim,5.5534,1119.19
Normal,1000,100,10,Kruskal,49.4881,1116.31
Normal,1000,100,10,Prim,6.6065,1116.31
Normal,2500,0,1,Kruskal,0.2329,126112
Normal,2500,0,1,Prim,0.1663,126112
Normal,2500,0,2,Kruskal,0.2214,127483
Normal,2500,0,2,Prim,0.1822,127483
Normal,2500,0,3,Kruskal,0.1951,127189
Normal,2500,0,3,Prim,0.1115,127189
Normal,2500,0,4,Kruskal,0.1998,127157
Normal,2500,0,4,Prim,0.395,127157
Normal,2500,0,5,Kruskal,0.1873,127747
Normal,2500,0,5,Prim,1.0911,127747
Normal,2500,0,6,Kruskal,0.2032,126852
Normal,2500,0,6,Prim,0.1094,126852
Normal,2500,0,7,Kruskal,0.1887,125064
Normal,2500,0,7,Prim,0.1057,125064
Normal,2500,0,8,Kruskal,0.2275,127644
Normal,2500,0,8,Prim,0.0835,127644
Normal,2500,0,9,Kruskal,0.3278,125266
Normal,2500,0,9,Prim,0.1689,125266
Normal,2500,0,10,Kruskal,0.2393,125063
Normal,2500,0,10,Prim,0.1918,125063
Normal,2500,20,1,Kruskal,59.4377,3079.98
Normal,2500,20,1,Prim,7.4353,3079.98
Normal,2500,20,2,Kruskal,57.4925,3076.89
Normal,2500,20,2,Prim,7.5363,3076.89
Normal,2500,20,3,Kruskal,57.8068,3095.7
Normal,2500,20,3,Prim,7.6127,3095.7
Normal,2500,20,4,Kruskal,58.1181,3115.29
Normal,2500,20,4,Prim,7.6663,3115.29
Normal,2500,20,5,Kruskal,58.6234,3092.07
Normal,2500,20,5,Prim,7.4996,3092.07
Normal,2500,20,6,Kruskal,58.1607,3086.7
Normal,2500,20,6,Prim,7.5005,3086.7
Normal,2500,20,7,Kruskal,57.847,3074.54
Normal,2500,20,7,Prim,7.5512,3074.54
Normal,2500,20,8,Kruskal,57.4811,3093.5
Normal,2500,20,8,Prim,8.5748,3093.5
Normal,2500,20,9,Kruskal,58.4766,3099.29
Normal,2500,20,9,Prim,7.792,3099.29
Normal,2500,20,10,Kruskal,64.0149,3082.65
Normal,2500,20,10,Prim,8.6224,3082.65
Normal,2500,40,1,Kruskal,130.066,2802.51
Normal,2500,40,1,Prim,13.3273,2802.51
Normal,2500,40,2,Kruskal,121.563,2785.77
Normal,2500,40,2,Prim,13.3167,2785.77
Normal,2500,40,3,Kruskal,126.532,2793.16
Normal,2500,40,3,Prim,14.5517,2793.16
Normal,2500,40,4,Kruskal,121.211,2788.37
Normal,2500,40,4,Prim,13.1972,2788.37
Normal,2500,40,5,Kruskal,127.08,2796.6
Normal,2500,40,5,Prim,13.6229,2796.6
Normal,2500,40,6,Kruskal,121.456,2804.11
Normal,2500,40,6,Prim,13.1562,2804.11
Normal,2500,40,7,Kruskal,174.908,2793.04
Normal,2500,40,7,Prim,13.6222,2793.04
Normal,2500,40,8,Kruskal,130.335,2797.45
Normal,2500,40,8,Prim,14.0997,2797.45
Normal,2500,40,9,Kruskal,123.893,2798.06
Normal,2500,40,9,Prim,13.5195,2798.06
Normal,2500,40,10,Kruskal,125.667,2804.28
Normal,2500,40,10,Prim,13.2563,2804.28
Normal,2500,60,1,Kruskal,191.989,2698.91
Normal,2500,60,1,Prim,19.3113,2698.91
Normal,2500,60,2,Kruskal,192.925,2702.14
Normal,2500,60,2,Prim,21.9254,2702.14
Normal,2500,60,3,Kruskal,188.329,2707.67
Normal,2500,60,3,Prim,18.7533,2707.67
Normal,2500,60,4,Kruskal,188.86,2700.01
Normal,2500,60,4,Prim,19.3286,2700.01
Normal,2500,60,5,Kruskal,191.913,2702.71
Normal,2500,60,5,Prim,23.0595,2702.71
Normal,2500,60,6,Kruskal,192.819,2693.25
Normal,2500,60,6,Prim,19.3576,2693.25
Normal,2500,60,7,Kruskal,190.223,2693.41
Normal,2500,60,7,Prim,19.4525,2693.41
Normal,2500,60,8,Kruskal,197.806,2701.23
Normal,2500,60,8,Prim,19.4557,2701.23
Normal,2500,60,9,Kruskal,198.603,2697.04
Normal,2500,60,9,Prim,18.9824,2697.04
Normal,2500,60,10,Kruskal,188.743,2701.28
Normal,2500,60,10,Prim,19.4697,2701.28
Normal,2500,80,1,Kruskal,254.159,2645.85
Normal,2500,80,1,Prim,27.3843,2645.85
Normal,2500,80,2,Kruskal,255.819,2649.93
Normal,2500,80,2,Prim,25.5306,2649.93
Normal,2500,80,3,Kruskal,258.451,2649.21
Normal,2500,80,3,Prim,24.8925,2649.21
Normal,2500,80,4,Kruskal,254.876,2647.96
Normal,2500,80,4,Prim,24.4021,2647.96
